dataset,term,component,E,P,A
usfullsurveyor2015,tailor,identity,1.25,0.09,-0.6
usfullsurveyor2015,talented,modifier,3.25,2.87,1.45
usfullsurveyor2015,talk_down_to,behavior,-2.85,-0.38,1.16
usfullsurveyor2015,talk_to,behavior,2.2,1.73,0.74
usfullsurveyor2015,talkative,modifier,0.55,0.85,2.67
usfullsurveyor2015,tantalize,behavior,-0.91,0.6,0.56
usfullsurveyor2015,taunt,behavior,-2.34,0.18,1.47
usfullsurveyor2015,tax_preparer,identity,0.69,1.31,-0.7
usfullsurveyor2015,taxi_driver,identity,0.75,-0.34,1.67
usfullsurveyor2015,taxpayer,identity,1.3,-0.2,-0.14
usfullsurveyor2015,teach,behavior,2.87,2.84,0.2
usfullsurveyor2015,teacher,identity,2.5,2.31,0.32
usfullsurveyor2015,team_spirited,modifier,2.56,1.9,2.42
usfullsurveyor2015,teammate,identity,2.76,2.17,1.72
usfullsurveyor2015,tease,behavior,-2.15,0.14,1.22
usfullsurveyor2015,tease,identity,-1.29,0.41,0.81
usfullsurveyor2015,technician,identity,1.67,1.08,0.45
usfullsurveyor2015,teenager,identity,0.24,-0.58,1.78
usfullsurveyor2015,teetotaler,identity,-0.25,-0.33,0.08
usfullsurveyor2015,telemarketer,identity,-1.76,-1.55,1.76
usfullsurveyor2015,telephone_installer,identity,0.93,-0.11,0.04
usfullsurveyor2015,telephone_operator,identity,0.4,-0.18,0.57
usfullsurveyor2015,tell_off,behavior,-1.05,0.96,2.03
usfullsurveyor2015,temperamental,modifier,-1.49,-0.3,1.37
usfullsurveyor2015,temporary_worker,identity,0.53,-1.28,-0.28
usfullsurveyor2015,tempt,behavior,-1.32,1.07,0.12
usfullsurveyor2015,tenant,identity,0.73,-0.69,-0.04
usfullsurveyor2015,tense,modifier,-1.73,-0.16,-0.06
usfullsurveyor2015,terrified,modifier,-2.56,-0.6,0.97
usfullsurveyor2015,terrorist,identity,-3.8,2.16,1.13
usfullsurveyor2015,terrorize,behavior,-3.66,1.8,1.45
usfullsurveyor2015,test,behavior,0.36,1.21,0.12
usfullsurveyor2015,textile_worker,identity,0.82,-0.68,0.2
usfullsurveyor2015,thank,behavior,3.26,2.62,0.15
usfullsurveyor2015,thankful,modifier,3.37,2.42,-0.44
usfullsurveyor2015,thief,identity,-3.13,-0.05,-0.62
usfullsurveyor2015,thoughtful,modifier,3.02,2.66,-0.77
usfullsurveyor2015,thoughtless,modifier,-2.69,-1.14,-0.49
usfullsurveyor2015,threaten,behavior,-3.18,1.29,1.68
usfullsurveyor2015,thrill,behavior,2.57,2.16,2.86
usfullsurveyor2015,thrilled,modifier,2.67,2.3,2.3
usfullsurveyor2015,thug,identity,-2.41,0.38,1.29
usfullsurveyor2015,ticket_taker,identity,0.36,-0.47,0.09
usfullsurveyor2015,tickle,behavior,0.88,1.32,2.27
usfullsurveyor2015,timid,modifier,-1.13,-2.11,-1.98
usfullsurveyor2015,tip,behavior,2.98,2.12,-0.06
usfullsurveyor2015,tired,modifier,-1.55,-1.28,-2.3
usfullsurveyor2015,titillate,behavior,0.66,1.27,1.27
usfullsurveyor2015,toast,behavior,2.05,1.42,1.43
usfullsurveyor2015,toddler,identity,1.28,-1.6,2.1
usfullsurveyor2015,tolerant,modifier,2.41,1.75,-0.67
usfullsurveyor2015,tomboy,identity,0.72,0.73,0.86
usfullsurveyor2015,tool_and_die_maker,identity,0.8,0.19,-0.15
usfullsurveyor2015,topless_dancer,identity,-0.63,-0.49,1.54
usfullsurveyor2015,torment,behavior,-3.28,1.08,0.56
usfullsurveyor2015,tormented,modifier,-3.26,-0.62,-0.29
usfullsurveyor2015,torture,behavior,-3.73,1.66,1.08
usfullsurveyor2015,tot,identity,0.77,-1.6,1.27
usfullsurveyor2015,touch,behavior,1.03,1.35,-0.38
usfullsurveyor2015,tough,modifier,1.56,2.01,0.62
usfullsurveyor2015,tourist,identity,0.55,-0.83,1.19
usfullsurveyor2015,train,behavior,1.98,2.08,0.37
usfullsurveyor2015,trainee,identity,0.88,-1.42,-0.62
usfullsurveyor2015,traitor,identity,-2.8,0.12,-0.51
usfullsurveyor2015,tramp,identity,-2.18,-1.43,1.11
usfullsurveyor2015,tranquil,modifier,2.08,1.19,-2.41
usfullsurveyor2015,transact_business_with,behavior,1.49,1.44,0.49
usfullsurveyor2015,transportation_ticket_agent,identity,0.4,0.01,0.26
usfullsurveyor2015,trap,behavior,-2.63,1.26,0.69
usfullsurveyor2015,travel_agent,identity,1.43,0.54,0.98
usfullsurveyor2015,traveler,identity,1.55,0.73,0.57
usfullsurveyor2015,treat,behavior,2.66,2.12,0.3
usfullsurveyor2015,trespasser,identity,-2.26,0.04,-0.73
usfullsurveyor2015,trick,behavior,-1.99,0.51,0.29
usfullsurveyor2015,troubled,modifier,-2.16,-0.86,-0.96
usfullsurveyor2015,troublemaker,identity,-2.2,0.65,2.26
usfullsurveyor2015,truant,identity,-0.69,0.03,0.26
usfullsurveyor2015,truck_driver,identity,0.61,0.55,0.51
usfullsurveyor2015,true_love,identity,3.29,3.14,0.47
usfullsurveyor2015,trust,behavior,3.34,3.04,-0.06
usfullsurveyor2015,trusting,modifier,2.28,1.67,-0.52
usfullsurveyor2015,turk,identity,0.43,0.28,0.24
usfullsurveyor2015,turn_to,behavior,1.91,1.14,-0.17
usfullsurveyor2015,tutor,identity,2.39,1.66,-0.31
usfullsurveyor2015,tv_repairman,identity,0.96,-0.04,-0.21
usfullsurveyor2015,typist,identity,0.61,-0.38,1.04
usfullsurveyor2015,ugly,modifier,-1.63,-1.19,-0.71
usfullsurveyor2015,umpire,identity,0.97,1.86,1.51
usfullsurveyor2015,unambitious,modifier,-2.61,-2.31,-2.58
usfullsurveyor2015,unattractive,modifier,-1.34,-1.21,-0.57
usfullsurveyor2015,uncertain,modifier,-1.19,-1.45,-0.87
usfullsurveyor2015,uncle,identity,1.85,1.13,0.74
usfullsurveyor2015,uncomfortable,modifier,-2.01,-1.11,-1.49
usfullsurveyor2015,unconventional,modifier,0.89,0.87,0.55
usfullsurveyor2015,underachiever,identity,-1.79,-1.81,-1.42
usfullsurveyor2015,underdog,identity,1.14,-0.63,-0.22
usfullsurveyor2015,underestimate,behavior,-1.8,-0.54,-0.47
usfullsurveyor2015,undergraduate,identity,1.58,0.03,1.2
usfullsurveyor2015,undermine,behavior,-2.24,-0.24,-0.21
usfullsurveyor2015,underpay,behavior,-2.8,0.3,-0.46
usfullsurveyor2015,underrate,behavior,-1.86,0.13,-0.05
usfullsurveyor2015,understand,behavior,3.19,2.79,-0.49
usfullsurveyor2015,understanding,modifier,3.1,2.47,-0.94
usfullsurveyor2015,undertaker,identity,0.39,0.86,-0.61
usfullsurveyor2015,undress,behavior,1.08,1.73,-0.25
usfullsurveyor2015,uneasy,modifier,-2.01,-1.16,-0.89
usfullsurveyor2015,uneducated,modifier,-2.66,-2.25,-1.26
usfullsurveyor2015,unemployed,modifier,-2.59,-2.24,-2
usfullsurveyor2015,unemployed_person,identity,-0.49,-1.74,-1.05
usfullsurveyor2015,unfair,modifier,-2.68,0.1,0.44
usfullsurveyor2015,unforgiving,modifier,-2.54,-0.36,-0.76
usfullsurveyor2015,unfriend,behavior,-1.33,0.93,-0.26
usfullsurveyor2015,unfriendly,modifier,-2.81,-0.16,-0.27
usfullsurveyor2015,ungrateful,modifier,-3,-0.96,0.02
usfullsurveyor2015,unhappy,modifier,-2.72,-0.58,-1.73
usfullsurveyor2015,unhealthy,modifier,-2.73,-1.14,-1.34
usfullsurveyor2015,unhelpful,modifier,-1.94,-1.21,-1.12
usfullsurveyor2015,unimaginative,modifier,-2.09,-2.23,-1.99
usfullsurveyor2015,union_member,identity,0.75,0.78,1.14
usfullsurveyor2015,unique,modifier,2.72,2.38,0.71
usfullsurveyor2015,university_student,identity,1.64,0.77,1.48
usfullsurveyor2015,unkind,modifier,-3.14,-0.83,0.47
usfullsurveyor2015,unlucky,modifier,-2.19,-1.4,-0.34
usfullsurveyor2015,unmotivated,modifier,-2.95,-2.19,-2.36
usfullsurveyor2015,unnerve,behavior,-1.37,1.39,0.47
usfullsurveyor2015,unpopular,modifier,-1.11,-1.41,-1.54
usfullsurveyor2015,unreasonable,modifier,-2.54,-0.56,0.84
usfullsurveyor2015,unreliable,modifier,-2.93,-1.6,-0.92
usfullsurveyor2015,unsatisfied,modifier,-2.1,-1.1,-1.11
usfullsurveyor2015,unscrupulous,modifier,-1.25,-0.2,0.05
usfullsurveyor2015,unselfish,modifier,3.15,2.36,-0.43
usfullsurveyor2015,unsophisticated,modifier,-1.49,-1.56,0.58
usfullsurveyor2015,unsportsmanlike,modifier,-2.67,-1.42,1.59
usfullsurveyor2015,unstable,modifier,-2.3,-1.68,0.19
usfullsurveyor2015,unsuccessful,modifier,-2.39,-1.58,-1.06
usfullsurveyor2015,unwanted_child,identity,-1.63,-1.91,-0.66
usfullsurveyor2015,unwed_father,identity,-0.19,0.25,0.04
usfullsurveyor2015,unwed_mother,identity,-0.02,0.15,0.4
usfullsurveyor2015,unwed_parent,identity,-0.09,0.21,0.17
usfullsurveyor2015,uplift,behavior,3.36,2.94,0.75
usfullsurveyor2015,upset,behavior,-2.51,1.08,0.95
usfullsurveyor2015,upset,modifier,-2.58,-0.54,-0.59
usfullsurveyor2015,upstage,behavior,-1.21,1.27,1.95
usfullsurveyor2015,uptight,modifier,-1.86,-0.6,0.02
usfullsurveyor2015,urge,behavior,0.65,1.51,1.37
usfullsurveyor2015,use,behavior,-2.66,0.14,-0.32
usfullsurveyor2015,usher,identity,1.61,0.83,-0.29
usfullsurveyor2015,vagrant,identity,-1.44,-1.6,-0.44
usfullsurveyor2015,vain,modifier,-2.12,-0.37,0.93
usfullsurveyor2015,value,behavior,2.96,2.35,-0.31
usfullsurveyor2015,vandal,identity,-2.07,-0.19,0.61
usfullsurveyor2015,vengeful,modifier,-2.48,0.04,0.7
usfullsurveyor2015,veterinarian,identity,2.8,2.01,-0.09
usfullsurveyor2015,vex,behavior,-1.88,0.7,0.39
usfullsurveyor2015,victim,identity,-0.3,-2.53,-1.26
usfullsurveyor2015,victimize,behavior,-3.27,0.67,0.86
usfullsurveyor2015,vigilante,identity,-0.13,1.1,1.49
usfullsurveyor2015,vigorous,modifier,1.53,1.66,2.22
usfullsurveyor2015,villain,identity,-3.12,1.62,1.29
usfullsurveyor2015,violent,modifier,-2.88,1.3,2.53
usfullsurveyor2015,vip,identity,1.02,2.27,1.28
usfullsurveyor2015,virgin,identity,1.53,1,-0.95
usfullsurveyor2015,virtuous,modifier,3.05,2.34,0.01
usfullsurveyor2015,visit,behavior,2.55,1.33,-0.02
usfullsurveyor2015,visitor,identity,1.17,-0.09,0.12
usfullsurveyor2015,vivacious,modifier,1.48,1.38,2.06
usfullsurveyor2015,voter,identity,1.92,1.71,-0.01
usfullsurveyor2015,vulgar,modifier,-1.99,-0.15,2.02
usfullsurveyor2015,wage_earner,identity,1.76,1.13,0.09
usfullsurveyor2015,wait_on,behavior,0.65,-0.71,-1.79
usfullsurveyor2015,waiter,identity,1.31,-0.16,1.27
usfullsurveyor2015,waitress,identity,1.5,-0.21,1.3
usfullsurveyor2015,walk_out_on,behavior,-2.35,1.08,0.74
usfullsurveyor2015,wallflower,identity,0.24,-1.35,-2.14
usfullsurveyor2015,ward_of_the_state,identity,0.02,-0.47,-0.06
usfullsurveyor2015,warden,identity,-0.18,2.25,0.84
usfullsurveyor2015,warm,modifier,2.5,1.54,-0.62
usfullsurveyor2015,warmhearted,modifier,3.26,2.45,-0.09
usfullsurveyor2015,warn,behavior,2.28,1.97,1.24
usfullsurveyor2015,wash,behavior,1.36,1.16,-0.3
usfullsurveyor2015,watch,behavior,0.2,0.54,-1.59
usfullsurveyor2015,watchman,identity,1.5,1.4,-1.28
usfullsurveyor2015,weak,modifier,-2.17,-2.88,-2.09
usfullsurveyor2015,weakling,identity,-1.31,-2.77,-1.87
usfullsurveyor2015,wealthy,modifier,2.17,2.74,0.92
usfullsurveyor2015,web_developer,identity,1.21,1.22,-0.96
usfullsurveyor2015,wed,behavior,3,2.8,0.46
usfullsurveyor2015,weirdo,identity,-0.59,-0.78,-0.19
usfullsurveyor2015,welcome,behavior,2.99,2,1.04
usfullsurveyor2015,welder,identity,0.92,0.51,0.88
usfullsurveyor2015,welfare_recipient,identity,-0.41,-2.02,-0.74
usfullsurveyor2015,wheedle,behavior,-1.21,0.57,0.2
usfullsurveyor2015,whine_to,behavior,-1.94,-1.56,1.49
usfullsurveyor2015,whip,behavior,-3.25,2.14,2.47
usfullsurveyor2015,whisper_to,behavior,0.41,0.08,-2.5
usfullsurveyor2015,white,modifier,0.78,1.79,0.62
usfullsurveyor2015,white_collar_worker,identity,1.06,1.26,0.42
usfullsurveyor2015,white_man,identity,0.82,1.67,0.4
usfullsurveyor2015,white_supremacist,identity,-3.25,-0.28,1.32
usfullsurveyor2015,white_woman,identity,0.89,0.8,0.21
usfullsurveyor2015,wholesaler,identity,0.8,1.08,0.54
usfullsurveyor2015,wholesome,modifier,2.65,1.53,-0.44
usfullsurveyor2015,whore,identity,-1.69,-1.47,1.31
usfullsurveyor2015,widow,identity,-0.1,-0.54,-1.27
usfullsurveyor2015,widowed,modifier,-2.65,-0.65,-1.44
usfullsurveyor2015,widower,identity,-0.34,-1.02,-1.37
usfullsurveyor2015,wife,identity,2.62,2.21,1.03
usfullsurveyor2015,wife_abuser,identity,-3.87,0.75,1.7
usfullsurveyor2015,wild,modifier,-0.08,0.84,2.61
usfullsurveyor2015,windbag,identity,-0.74,-0.42,0.99
usfullsurveyor2015,wink_at,behavior,1.52,0.87,0.02
usfullsurveyor2015,winner,identity,2.73,2.81,2.01
usfullsurveyor2015,wise,modifier,3.41,3.43,-0.93
usfullsurveyor2015,withdrawn,modifier,-1.16,-1.58,-1.93
usfullsurveyor2015,witness,identity,1.46,1.73,0.03
usfullsurveyor2015,witty,modifier,1.97,1.67,1.77
usfullsurveyor2015,woman,identity,1.75,1.14,0.46
usfullsurveyor2015,womanizer,identity,-1.85,0.73,1.64
usfullsurveyor2015,work,behavior,0.27,1.51,0.99
usfullsurveyor2015,worker,identity,1.43,0.37,0.48
usfullsurveyor2015,worried,modifier,-2.35,-0.9,-0.18
usfullsurveyor2015,worship,behavior,0.01,0.41,0.37
usfullsurveyor2015,worthless,modifier,-3.43,-2.79,-2.56
usfullsurveyor2015,worthy,modifier,2.9,2.62,0.45
usfullsurveyor2015,wrestle_with,behavior,-0.12,1.21,2.36
usfullsurveyor2015,writer,identity,1.55,2.03,-1.18
usfullsurveyor2015,wrong,behavior,-2.92,0.69,0.5
usfullsurveyor2015,yell_at,behavior,-1.74,1.13,2.64
usfullsurveyor2015,yield_to,behavior,-0,-0.79,-0.99
usfullsurveyor2015,young,modifier,2.2,0.66,2.24
usfullsurveyor2015,youngster,identity,1.1,-0.81,2.14
